label,text,tokens,clean_text
ham,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,"['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']",hey girl r u hope u r well del r bak long time c give call sum time lucyxx
ham,kkhow much does it cost,"['kkhow', 'much', 'cost']",kkhow much cost
ham,im home,"['im', 'home']",im home
ham,dear will call tmorrowpls accomodate,"['dear', 'call', 'tmorrowpls', 'accomodate']",dear call tmorrowpls accomodate
ham,first answer my question,"['first', 'answer', 'question']",first answer question
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 å£150 sptyrone,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', 'å£150', 'sptyrone']",sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 å£150 sptyrone
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']",want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network bt txting gravel 69888 nt ec2a 31pmsg150p
ham,i only haf msn its yijuehotmailcom,"['haf', 'msn', 'yijuehotmailcom']",haf msn yijuehotmailcom
ham,he is there you call and meet him,"['call', 'meet']",call meet
ham,no no i will check all rooms befor activities,"['check', 'room', 'befor', 'activity']",check room befor activity
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network  try again,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', '69988', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'yr', 'network', 'try']",youll rcv msg chat svc free hardcore service text go 69988 u get nothing u must age verify yr network try
ham,got c i lazy to type i forgot ì in lect i saw a pouch but like not v nice,"['got', 'c', 'lazy', 'type', 'forgot', 'ì', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",got c lazy type forgot ì lect saw pouch like v nice
ham,k text me when youre on the way,"['k', 'text', 'youre', 'way']",k text youre way
ham,sir waiting for your mail,"['sir', 'waiting', 'mail']",sir waiting mail
ham,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,"['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', '4', 'lovable', 'person', 'cozsomtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'heart', 'gud', 'ni8']",swt thought nver get tired little thing 4 lovable person cozsomtimes little thing occupy biggest part heart gud ni8
ham,i know you are can you pls open the back,"['know', 'pls', 'open', 'back']",know pls open back
ham,yes see ya not on the dot,"['yes', 'see', 'ya', 'dot']",yes see ya dot
ham,whats the staff name who is taking class for us,"['whats', 'staff', 'name', 'taking', 'class', 'u']",whats staff name taking class u
spam,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,"['freemsg', 'havent', 'replied', 'text', 'im', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'end']",freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd 08700621170150p per msg reply stop end
ham,ummmawill call after check inour life will begin from qatar so pls pray very hard,"['ummmawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",ummmawill call check inour life begin qatar pls pray hard
ham,ki deleted my contact that why,"['ki', 'deleted', 'contact']",ki deleted contact
ham,sindu got job in birla soft ,"['sindu', 'got', 'job', 'birla', 'soft']",sindu got job birla soft
ham,the wine is flowing and im i have nevering,"['wine', 'flowing', 'im', 'nevering']",wine flowing im nevering
ham,yup i thk cine is better cos no need 2 go down 2 plaza mah,"['yup', 'thk', 'cine', 'better', 'co', 'need', '2', 'go', '2', 'plaza', 'mah']",yup thk cine better co need 2 go 2 plaza mah
ham,ok ur typical reply,"['ok', 'ur', 'typical', 'reply']",ok ur typical reply
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",per request melle melle oru minnaminunginte nurungu vettam set callertune caller press 9 copy friend callertune
ham,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'ill', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done become one
ham,aaooooright are you at work,"['aaooooright', 'work']",aaooooright work
ham,im leaving my house now,"['im', 'leaving', 'house']",im leaving house
ham,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me ,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'missing']",hello love get interview today happy good boy think meare missing
spam,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery,"['customer', 'service', 'annoncement', 'new', 'year', 'delivery', 'waiting', 'please', 'call', '07046744435', 'arrange', 'delivery']",customer service annoncement new year delivery waiting please call 07046744435 arrange delivery
spam,you are a winner u have been specially selected 2 receive å£1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,"['winner', 'u', 'specially', 'selected', '2', 'receive', 'å£1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",winner u specially selected 2 receive å£1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
ham,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,"['keep', 'safe', 'need', 'miss', 'already', 'envy', 'everyone', 'see', 'real', 'life']",keep safe need miss already envy everyone see real life
ham,new car and house for my parentsi have only new job in hand,"['new', 'car', 'house', 'parentsi', 'new', 'job', 'hand']",new car house parentsi new job hand
ham,im so in love with you im excited each day i spend with you you make me so happy,"['im', 'love', 'im', 'excited', 'day', 'spend', 'make', 'happy']",im love im excited day spend make happy
spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468,"['pls', 'stop', 'bootydelious', '32f', 'inviting', 'friend', 'reply', 'yes434', 'no434', 'see', 'wwwsmsacubootydelious', 'stop', 'send', 'stop', 'frnd', '62468']",pls stop bootydelious 32f inviting friend reply yes434 no434 see wwwsmsacubootydelious stop send stop frnd 62468
spam,bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', '2', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internetservice', 'menu']",bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu
ham,i place all ur points on e cultures module already,"['place', 'ur', 'point', 'e', 'culture', 'module', 'already']",place ur point e culture module already
spam,urgent we are trying to contact you last weekends draw shows that you have won a å£900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only,"['urgent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', 'å£900', 'prize', 'guaranteed', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hrs']",urgent trying contact last weekend draw show å£900 prize guaranteed call 09061701939 claim code s89 valid 12hrs
ham,hi frnd which is best way to avoid missunderstding wit our beloved ones,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstding', 'wit', 'beloved', 'one']",hi frnd best way avoid missunderstding wit beloved one
ham,great escape i fancy the bridge but needs her lager see you tomo ,"['great', 'escape', 'fancy', 'bridge', 'need', 'lager', 'see', 'tomo']",great escape fancy bridge need lager see tomo
ham,yes it completely in out of formclark also utter waste,"['yes', 'completely', 'formclark', 'also', 'utter', 'waste']",yes completely formclark also utter waste
ham,sir i need axis bank account no and bank address,"['sir', 'need', 'axis', 'bank', 'account', 'bank', 'address']",sir need axis bank account bank address
ham,hmmm thk sure got time to hop ard ya can go 4 free abt muz call u to discuss liao ,"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'discus', 'liao']",hmmm thk sure got time hop ard ya go 4 free abt muz call u discus liao
ham,what time you coming down later ,"['time', 'coming', 'later']",time coming later
ham,bloody hell cant believe you forgot my surname mr  ill give u a clue its spanish and begins with m ,"['bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin']",bloody hell cant believe forgot surname mr ill give u clue spanish begin
ham,well im gonna finish my bath now have a goodfine night,"['well', 'im', 'gon', 'na', 'finish', 'bath', 'goodfine', 'night']",well im gon na finish bath goodfine night
ham,let me know when youve got the money so carlos can make the call,"['let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']",let know youve got money carlos make call
ham,u still going to the mall,"['u', 'still', 'going', 'mall']",u still going mall
ham,turns out my friends are staying for the whole show and wont be back til  ltgt  so feel free to go ahead and smoke that  ltgt  worth,"['turn', 'friend', 'staying', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']",turn friend staying whole show wont back til ltgt feel free go ahead smoke ltgt worth
ham,text her if she doesnt reply let me know so i can have her log in,"['text', 'doesnt', 'reply', 'let', 'know', 'log']",text doesnt reply let know log
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,"['hi', 'spoke', 'maneesha', 'v', 'wed', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",hi spoke maneesha v wed like know satisfied experience reply toll free yes
ham,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,"['lifted', 'hope', 'offer', 'money', 'need', 'especially', 'end', 'month', 'approach', 'hurt', 'studying', 'anyways', 'gr8', 'weekend']",lifted hope offer money need especially end month approach hurt studying anyways gr8 weekend
ham,lol no u can trust me,"['lol', 'u', 'trust']",lol u trust
ham,ok i am a gentleman and will treat you with dignity and respect,"['ok', 'gentleman', 'treat', 'dignity', 'respect']",ok gentleman treat dignity respect
ham,he will you guys close,"['guy', 'close']",guy close
ham,going on nothing greatbye,"['going', 'nothing', 'greatbye']",going nothing greatbye
ham,hello handsome  are you finding that job  not being lazy  working towards getting back that net for mummy  wheres my boytoy now  does he miss me ,"['hello', 'handsome', 'finding', 'job', 'lazy', 'working', 'towards', 'getting', 'back', 'net', 'mummy', 'wheres', 'boytoy', 'miss']",hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss
ham,haha awesome be there in a minute,"['haha', 'awesome', 'minute']",haha awesome minute
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed å£1000 cash or å£5000 prize,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am11pm', 'guaranteed', 'å£1000', 'cash', 'å£5000', 'prize']",please call customer service representative freephone 0808 145 4742 9am11pm guaranteed å£1000 cash å£5000 prize
